99,3,10,100,1000,10000,100000
0,3,10,10,10,10,10
5,1,1,1,1,1,1
10,1,1,1,1,1,1
15,1,1,1,1,1,1
20,0,0,0,0,0,0
25,0,0,0,0,0,0
30,0,0,0,0,0,0
