99,3,10,100,1000,10000,100000
0,2,12,12,10000,10000,10000
5,2,12,12,3453,3453,3453
10,2,12,12,615,615,615
15,2,12,12,615,615,615
20,2,12,12,12,12,12
25,1,1,1,1,1,1
30,0,0,0,0,0,0
