99,3,10,100,1000,10000,100000
0,1,35,100,100,100,100
5,0,7,7,7,7,7
10,0,0,0,0,0,0
15,0,0,0,0,0,0
20,0,0,0,0,0,0
25,0,0,0,0,0,0
30,0,0,0,0,0,0
