99,3,10,100,1000,10000,100000
0,11,100,100,100,100,100
5,7,7,7,7,7,7
10,3,10,10,10,10,10
15,3,3,3,3,3,3
20,0,0,0,0,0,0
25,0,0,0,0,0,0
30,0,0,0,0,0,0
