99,3,10,100,1000,10000,100000
0,4,8,1000,1000,1000,1000
5,4,8,183,183,183,183
10,4,8,39,39,39,39
15,4,8,19,19,19,19
20,2,2,13,13,13,13
25,0,0,0,0,0,0
30,0,0,0,0,0,0
