99,3,10,100,1000,10000,100000
0,1000,1000,1000,1000,1000,1000
5,19,178,222,222,222,222
10,16,71,174,174,174,174
15,15,65,63,63,63,63
20,3,18,16,16,16,16
25,0,0,0,0,0,0
30,0,0,0,0,0,0
