99,3,10,100,1000,10000,100000
0,17,69,10000,10000,10000,10000
5,17,69,2973,2973,2973,2973
10,17,69,1934,2571,2571,2571
15,17,69,1010,1275,1275,1275
20,14,56,183,183,183,183
25,2,2,2,2,2,2
30,0,0,0,0,0,0
