99,3,10,100,1000,10000,100000
0,10,173,1000,1000,1000,1000
5,10,55,297,297,297,297
10,10,29,145,145,145,145
15,10,29,46,46,46,46
20,2,12,15,15,15,15
25,0,0,0,0,0,0
30,0,0,0,0,0,0
