99,3,10,100,1000,10000,100000
0,100,100,100,100,100,100
5,8,8,8,8,8,8
10,4,11,11,11,11,11
15,4,4,4,4,4,4
20,0,0,0,0,0,0
25,0,0,0,0,0,0
30,0,0,0,0,0,0
