99,3,10,100,1000,10000,100000
0,34,1000,1000,1000,1000,1000
5,19,156,221,221,221,221
10,16,69,162,162,162,162
15,15,63,63,63,63,63
20,3,18,16,16,16,16
25,0,0,0,0,0,0
30,0,0,0,0,0,0
