99,3,10,100,1000,10000,100000
0,43,304,10000,10000,10000,10000
5,34,193,3953,3953,3953,3953
10,32,185,2310,2310,2310,2310
15,32,185,1496,1496,1496,1496
20,18,87,409,409,409,409
25,3,3,3,3,3,3
30,0,0,0,0,0,0
