99,0,10,100,1000,10000,100000
0,0,3,10000,10000,10000,10000
5,1,11,5984,5593,5593,5593
10,1,5,6044,6044,6044,6044
15,1,11,5614,5157,5157,5157
20,1,5,1137,1137,1137,1137
25,0,0,0,0,0,0
30,0,0,0,0,0,0
