99,3,10,100,1000,10000,100000
0,5,10,10,10,10,10
5,2,2,2,2,2,2
10,2,2,2,2,2,2
15,2,2,2,2,2,2
20,0,0,0,0,0,0
25,0,0,0,0,0,0
30,0,0,0,0,0,0
