99,3,10,100,1000,10000,100000
0,4,9,1000,1000,1000,1000
5,4,9,473,473,473,473
10,4,9,473,473,473,473
15,4,9,275,275,275,275
20,4,9,123,123,123,123
25,0,0,0,0,0,0
30,0,0,0,0,0,0
